,GeoName,IndustryClassification,Description,ComponentName,year,GDP
38,Arkansas,55,Management of companies and enterprises,Real GDP by state,2007,
39,Arkansas,111-112,Farms,Real GDP by state,2007,
40,Arkansas,92,Government,Real GDP by state,2008,13642.0
41,Arkansas,44-45,Retail trade,Real GDP by state,2008,7124.0
42,Arkansas,531,Real estate,Real GDP by state,2008,8302.0
43,Arkansas,42,Wholesale trade,Real GDP by state,2008,8029.0
44,Arkansas,311-312,Food and beverage and tobacco products manufacturing,Real GDP by state,2008,2860.0
45,Arkansas,23,Construction,Real GDP by state,2008,4413.0
46,Arkansas,621,Ambulatory health care services,Real GDP by state,2008,3660.0
47,Arkansas,622-623,Hospitals and nursing and residential care facilities,Real GDP by state,2008,3306.0
48,Arkansas,55,Management of companies and enterprises,Real GDP by state,2008,2908.0
49,Arkansas,111-112,Farms,Real GDP by state,2008,
50,Arkansas,92,Government,Real GDP by state,2009,13812.0
51,Arkansas,44-45,Retail trade,Real GDP by state,2009,7103.0
52,Arkansas,531,Real estate,Real GDP by state,2009,8717.0
53,Arkansas,42,Wholesale trade,Real GDP by state,2009,7275.0
54,Arkansas,311-312,Food and beverage and tobacco products manufacturing,Real GDP by state,2009,3286.0
55,Arkansas,23,Construction,Real GDP by state,2009,4263.0
56,Arkansas,621,Ambulatory health care services,Real GDP by state,2009,3679.0
57,Arkansas,622-623,Hospitals and nursing and residential care facilities,Real GDP by state,2009,3372.0
58,Arkansas,55,Management of companies and enterprises,Real GDP by state,2009,2993.0
59,Arkansas,111-112,Farms,Real GDP by state,2009,
60,Arkansas,92,Government,Real GDP by state,2010,13984.0
61,Arkansas,44-45,Retail trade,Real GDP by state,2010,7322.0
62,Arkansas,531,Real estate,Real GDP by state,2010,9237.0
63,Arkansas,42,Wholesale trade,Real GDP by state,2010,7622.0
64,Arkansas,311-312,Food and beverage and tobacco products manufacturing,Real GDP by state,2010,3671.0
65,Arkansas,23,Construction,Real GDP by state,2010,4218.0
66,Arkansas,621,Ambulatory health care services,Real GDP by state,2010,3643.0
67,Arkansas,622-623,Hospitals and nursing and residential care facilities,Real GDP by state,2010,3323.0
68,Arkansas,55,Management of companies and enterprises,Real GDP by state,2010,3267.0
69,Arkansas,111-112,Farms,Real GDP by state,2010,
70,Arkansas,92,Government,Real GDP by state,2011,14007.0
71,Arkansas,44-45,Retail trade,Real GDP by state,2011,7274.0
72,Arkansas,531,Real estate,Real GDP by state,2011,9780.0
73,Arkansas,42,Wholesale trade,Real GDP by state,2011,7480.0
74,Arkansas,311-312,Food and beverage and tobacco products manufacturing,Real GDP by state,2011,3179.0
75,Arkansas,23,Construction,Real GDP by state,2011,4139.0
76,Arkansas,621,Ambulatory health care services,Real GDP by state,2011,3734.0
77,Arkansas,622-623,Hospitals and nursing and residential care facilities,Real GDP by state,2011,3326.0
78,Arkansas,55,Management of companies and enterprises,Real GDP by state,2011,3230.0
79,Arkansas,111-112,Farms,Real GDP by state,2011,
80,Arkansas,92,Government,Real GDP by state,2012,14065.0
81,Arkansas,44-45,Retail trade,Real GDP by state,2012,7388.0
82,Arkansas,531,Real estate,Real GDP by state,2012,10210.0
83,Arkansas,42,Wholesale trade,Real GDP by state,2012,7657.0
84,Arkansas,311-312,Food and beverage and tobacco products manufacturing,Real GDP by state,2012,2819.0
85,Arkansas,23,Construction,Real GDP by state,2012,4333.0
86,Arkansas,621,Ambulatory health care services,Real GDP by state,2012,3841.0
87,Arkansas,622-623,Hospitals and nursing and residential care facilities,Real GDP by state,2012,3485.0
88,Arkansas,55,Management of companies and enterprises,Real GDP by state,2012,3958.0
89,Arkansas,111-112,Farms,Real GDP by state,2012,
90,Arkansas,92,Government,Real GDP by state,2013,13900.0
91,Arkansas,44-45,Retail trade,Real GDP by state,2013,7277.0
92,Arkansas,531,Real estate,Real GDP by state,2013,10016.0
93,Arkansas,42,Wholesale trade,Real GDP by state,2013,7814.0
94,Arkansas,311-312,Food and beverage and tobacco products manufacturing,Real GDP by state,2013,3264.0
95,Arkansas,23,Construction,Real GDP by state,2013,3954.0
96,Arkansas,621,Ambulatory health care services,Real GDP by state,2013,3942.0
97,Arkansas,622-623,Hospitals and nursing and residential care facilities,Real GDP by state,2013,3445.0
98,Arkansas,55,Management of companies and enterprises,Real GDP by state,2013,4303.0
99,Arkansas,111-112,Farms,Real GDP by state,2013,
100,Arkansas,92,Government,Real GDP by state,2014,13744.0
101,Arkansas,44-45,Retail trade,Real GDP by state,2014,7441.0
102,Arkansas,531,Real estate,Real GDP by state,2014,
103,Arkansas,42,Wholesale trade,Real GDP by state,2014,7967.0
104,Arkansas,311-312,Food and beverage and tobacco products manufacturing,Real GDP by state,2014,
105,Arkansas,23,Construction,Real GDP by state,2014,3933.0
106,Arkansas,621,Ambulatory health care services,Real GDP by state,2014,
107,Arkansas,622-623,Hospitals and nursing and residential care facilities,Real GDP by state,2014,
108,Arkansas,55,Management of companies and enterprises,Real GDP by state,2014,4537.0
109,Arkansas,111-112,Farms,Real GDP by state,2014,
0,Colorado,92,Government,Real GDP by state,2004,32858.0
1,Colorado,531,Real estate,Real GDP by state,2004,27555.0
2,Colorado,23,Construction,Real GDP by state,2004,15931.0
3,Colorado,44-45,Retail trade,Real GDP by state,2004,14568.0
4,Colorado,42,Wholesale trade,Real GDP by state,2004,13128.0
5,Colorado,"5412-5414, 5416-5419","Miscellaneous professional, scientific, and technical services",Real GDP by state,2004,12444.0
6,Colorado,"515, 517",Broadcasting and telecommunications,Real GDP by state,2004,9103.0
7,Colorado,621,Ambulatory health care services,Real GDP by state,2004,6970.0
8,Colorado,81,"Other services, except government",Real GDP by state,2004,6409.0
9,Colorado,561,Administrative and support services,Real GDP by state,2004,5883.0
10,Colorado,92,Government,Real GDP by state,2005,33177.0
11,Colorado,531,Real estate,Real GDP by state,2005,27758.0
12,Colorado,23,Construction,Real GDP by state,2005,15659.0
13,Colorado,44-45,Retail trade,Real GDP by state,2005,15019.0
14,Colorado,42,Wholesale trade,Real GDP by state,2005,13748.0
15,Colorado,"5412-5414, 5416-5419","Miscellaneous professional, scientific, and technical services",Real GDP by state,2005,12916.0
16,Colorado,"515, 517",Broadcasting and telecommunications,Real GDP by state,2005,10573.0
17,Colorado,621,Ambulatory health care services,Real GDP by state,2005,7076.0
18,Colorado,81,"Other services, except government",Real GDP by state,2005,6403.0
19,Colorado,561,Administrative and support services,Real GDP by state,2005,6369.0
20,Colorado,92,Government,Real GDP by state,2006,32439.0
21,Colorado,531,Real estate,Real GDP by state,2006,27669.0
22,Colorado,23,Construction,Real GDP by state,2006,14956.0
23,Colorado,44-45,Retail trade,Real GDP by state,2006,15019.0
24,Colorado,42,Wholesale trade,Real GDP by state,2006,14364.0
25,Colorado,"5412-5414, 5416-5419","Miscellaneous professional, scientific, and technical services",Real GDP by state,2006,13376.0
26,Colorado,"515, 517",Broadcasting and telecommunications,Real GDP by state,2006,11286.0
27,Colorado,621,Ambulatory health care services,Real GDP by state,2006,7330.0
28,Colorado,81,"Other services, except government",Real GDP by state,2006,6387.0
29,Colorado,561,Administrative and support services,Real GDP by state,2006,6733.0
30,Colorado,92,Government,Real GDP by state,2007,31545.0
31,Colorado,531,Real estate,Real GDP by state,2007,28981.0
32,Colorado,23,Construction,Real GDP by state,2007,14469.0
33,Colorado,44-45,Retail trade,Real GDP by state,2007,14933.0
34,Colorado,42,Wholesale trade,Real GDP by state,2007,15315.0
35,Colorado,"5412-5414, 5416-5419","Miscellaneous professional, scientific, and technical services",Real GDP by state,2007,13851.0
36,Colorado,"515, 517",Broadcasting and telecommunications,Real GDP by state,2007,12639.0
37,Colorado,621,Ambulatory health care services,Real GDP by state,2007,7454.0
38,Colorado,81,"Other services, except government",Real GDP by state,2007,6288.0
39,Colorado,561,Administrative and support services,Real GDP by state,2007,7257.0
40,Colorado,92,Government,Real GDP by state,2008,32773.0
41,Colorado,531,Real estate,Real GDP by state,2008,30116.0
42,Colorado,23,Construction,Real GDP by state,2008,13550.0
43,Colorado,44-45,Retail trade,Real GDP by state,2008,14542.0
44,Colorado,42,Wholesale trade,Real GDP by state,2008,15330.0
45,Colorado,"5412-5414, 5416-5419","Miscellaneous professional, scientific, and technical services",Real GDP by state,2008,14860.0
46,Colorado,"515, 517",Broadcasting and telecommunications,Real GDP by state,2008,13668.0
47,Colorado,621,Ambulatory health care services,Real GDP by state,2008,7932.0
48,Colorado,81,"Other services, except government",Real GDP by state,2008,6187.0
49,Colorado,561,Administrative and support services,Real GDP by state,2008,7442.0
50,Colorado,92,Government,Real GDP by state,2009,33093.0
51,Colorado,531,Real estate,Real GDP by state,2009,30545.0
52,Colorado,23,Construction,Real GDP by state,2009,11606.0
53,Colorado,44-45,Retail trade,Real GDP by state,2009,14118.0
54,Colorado,42,Wholesale trade,Real GDP by state,2009,13312.0
55,Colorado,"5412-5414, 5416-5419","Miscellaneous professional, scientific, and technical services",Real GDP by state,2009,14212.0
56,Colorado,"515, 517",Broadcasting and telecommunications,Real GDP by state,2009,13949.0
57,Colorado,621,Ambulatory health care services,Real GDP by state,2009,8129.0
58,Colorado,81,"Other services, except government",Real GDP by state,2009,
59,Colorado,561,Administrative and support services,Real GDP by state,2009,6861.0
60,Colorado,92,Government,Real GDP by state,2010,33328.0
61,Colorado,531,Real estate,Real GDP by state,2010,32204.0
62,Colorado,23,Construction,Real GDP by state,2010,10452.0
63,Colorado,44-45,Retail trade,Real GDP by state,2010,14394.0
64,Colorado,42,Wholesale trade,Real GDP by state,2010,13440.0
65,Colorado,"5412-5414, 5416-5419","Miscellaneous professional, scientific, and technical services",Real GDP by state,2010,14408.0
66,Colorado,"515, 517",Broadcasting and telecommunications,Real GDP by state,2010,14282.0
67,Colorado,621,Ambulatory health care services,Real GDP by state,2010,8214.0
68,Colorado,81,"Other services, except government",Real GDP by state,2010,
69,Colorado,561,Administrative and support services,Real GDP by state,2010,7054.0
70,Colorado,92,Government,Real GDP by state,2011,32912.0
71,Colorado,531,Real estate,Real GDP by state,2011,33537.0
72,Colorado,23,Construction,Real GDP by state,2011,10101.0
73,Colorado,44-45,Retail trade,Real GDP by state,2011,14290.0
74,Colorado,42,Wholesale trade,Real GDP by state,2011,13504.0
75,Colorado,"5412-5414, 5416-5419","Miscellaneous professional, scientific, and technical services",Real GDP by state,2011,14548.0
76,Colorado,"515, 517",Broadcasting and telecommunications,Real GDP by state,2011,13585.0
77,Colorado,621,Ambulatory health care services,Real GDP by state,2011,8459.0
78,Colorado,81,"Other services, except government",Real GDP by state,2011,
79,Colorado,561,Administrative and support services,Real GDP by state,2011,7281.0
80,Colorado,92,Government,Real GDP by state,2012,33002.0
81,Colorado,531,Real estate,Real GDP by state,2012,33531.0
82,Colorado,23,Construction,Real GDP by state,2012,10477.0
83,Colorado,44-45,Retail trade,Real GDP by state,2012,14617.0
84,Colorado,42,Wholesale trade,Real GDP by state,2012,14009.0
85,Colorado,"5412-5414, 5416-5419","Miscellaneous professional, scientific, and technical services",Real GDP by state,2012,15001.0
86,Colorado,"515, 517",Broadcasting and telecommunications,Real GDP by state,2012,13418.0
87,Colorado,621,Ambulatory health care services,Real GDP by state,2012,8651.0
88,Colorado,81,"Other services, except government",Real GDP by state,2012,
89,Colorado,561,Administrative and support services,Real GDP by state,2012,7838.0
90,Colorado,92,Government,Real GDP by state,2013,32972.0
91,Colorado,531,Real estate,Real GDP by state,2013,34121.0
92,Colorado,23,Construction,Real GDP by state,2013,11449.0
93,Colorado,44-45,Retail trade,Real GDP by state,2013,14684.0
94,Colorado,42,Wholesale trade,Real GDP by state,2013,14578.0
95,Colorado,"5412-5414, 5416-5419","Miscellaneous professional, scientific, and technical services",Real GDP by state,2013,15175.0
96,Colorado,"515, 517",Broadcasting and telecommunications,Real GDP by state,2013,14413.0
97,Colorado,621,Ambulatory health care services,Real GDP by state,2013,8985.0
98,Colorado,81,"Other services, except government",Real GDP by state,2013,
99,Colorado,561,Administrative and support services,Real GDP by state,2013,7749.0
100,Colorado,92,Government,Real GDP by state,2014,33418.0
101,Colorado,531,Real estate,Real GDP by state,2014,
102,Colorado,23,Construction,Real GDP by state,2014,12183.0
103,Colorado,44-45,Retail trade,Real GDP by state,2014,15106.0
104,Colorado,42,Wholesale trade,Real GDP by state,2014,15446.0
105,Colorado,"5412-5414, 5416-5419","Miscellaneous professional, scientific, and technical services",Real GDP by state,2014,
106,Colorado,"515, 517",Broadcasting and telecommunications,Real GDP by state,2014,
107,Colorado,621,Ambulatory health care services,Real GDP by state,2014,
108,Colorado,81,"Other services, except government",Real GDP by state,2014,6035.0
109,Colorado,561,Administrative and support services,Real GDP by state,2014,
0,Connecticut,531,Real estate,Real GDP by state,2004,26756.0
1,Connecticut,92,Government,Real GDP by state,2004,23223.0
2,Connecticut,325,Chemical products manufacturing,Real GDP by state,2004,15409.0
3,Connecticut,44-45,Retail trade,Real GDP by state,2004,12661.0
4,Connecticut,42,Wholesale trade,Real GDP by state,2004,12167.0
5,Connecticut,"5412-5414, 5416-5419","Miscellaneous professional, scientific, and technical services",Real GDP by state,2004,9135.0
6,Connecticut,23,Construction,Real GDP by state,2004,8980.0
7,Connecticut,622-623,Hospitals and nursing and residential care facilities,Real GDP by state,2004,7740.0
8,Connecticut,523,"Securities, commodity contracts, and investments",Real GDP by state,2004,7616.0
9,Connecticut,621,Ambulatory health care services,Real GDP by state,2004,6918.0
10,Connecticut,531,Real estate,Real GDP by state,2005,27492.0
11,Connecticut,92,Government,Real GDP by state,2005,23849.0
12,Connecticut,325,Chemical products manufacturing,Real GDP by state,2005,14216.0
13,Connecticut,44-45,Retail trade,Real GDP by state,2005,12842.0
14,Connecticut,42,Wholesale trade,Real GDP by state,2005,13146.0
15,Connecticut,"5412-5414, 5416-5419","Miscellaneous professional, scientific, and technical services",Real GDP by state,2005,8912.0
16,Connecticut,23,Construction,Real GDP by state,2005,8864.0
17,Connecticut,622-623,Hospitals and nursing and residential care facilities,Real GDP by state,2005,7784.0
18,Connecticut,523,"Securities, commodity contracts, and investments",Real GDP by state,2005,9509.0
19,Connecticut,621,Ambulatory health care services,Real GDP by state,2005,6996.0
20,Connecticut,531,Real estate,Real GDP by state,2006,26938.0
21,Connecticut,92,Government,Real GDP by state,2006,23590.0
22,Connecticut,325,Chemical products manufacturing,Real GDP by state,2006,17249.0
23,Connecticut,44-45,Retail trade,Real GDP by state,2006,12413.0
24,Connecticut,42,Wholesale trade,Real GDP by state,2006,13949.0
25,Connecticut,"5412-5414, 5416-5419","Miscellaneous professional, scientific, and technical services",Real GDP by state,2006,8841.0
26,Connecticut,23,Construction,Real GDP by state,2006,8609.0
27,Connecticut,622-623,Hospitals and nursing and residential care facilities,Real GDP by state,2006,7933.0
28,Connecticut,523,"Securities, commodity contracts, and investments",Real GDP by state,2006,10659.0
29,Connecticut,621,Ambulatory health care services,Real GDP by state,2006,7234.0
30,Connecticut,531,Real estate,Real GDP by state,2007,28536.0
31,Connecticut,92,Government,Real GDP by state,2007,24069.0
32,Connecticut,325,Chemical products manufacturing,Real GDP by state,2007,19268.0
33,Connecticut,44-45,Retail trade,Real GDP by state,2007,12027.0
34,Connecticut,42,Wholesale trade,Real GDP by state,2007,14404.0
35,Connecticut,"5412-5414, 5416-5419","Miscellaneous professional, scientific, and technical services",Real GDP by state,2007,8814.0
36,Connecticut,23,Construction,Real GDP by state,2007,8436.0
37,Connecticut,622-623,Hospitals and nursing and residential care facilities,Real GDP by state,2007,8071.0
38,Connecticut,523,"Securities, commodity contracts, and investments",Real GDP by state,2007,8623.0
39,Connecticut,621,Ambulatory health care services,Real GDP by state,2007,7166.0
40,Connecticut,531,Real estate,Real GDP by state,2008,27350.0
41,Connecticut,92,Government,Real GDP by state,2008,24601.0
42,Connecticut,325,Chemical products manufacturing,Real GDP by state,2008,16838.0
43,Connecticut,44-45,Retail trade,Real GDP by state,2008,11514.0
44,Connecticut,42,Wholesale trade,Real GDP by state,2008,14478.0
45,Connecticut,"5412-5414, 5416-5419","Miscellaneous professional, scientific, and technical services",Real GDP by state,2008,9472.0
46,Connecticut,23,Construction,Real GDP by state,2008,7679.0
47,Connecticut,622-623,Hospitals and nursing and residential care facilities,Real GDP by state,2008,8585.0
48,Connecticut,523,"Securities, commodity contracts, and investments",Real GDP by state,2008,
49,Connecticut,621,Ambulatory health care services,Real GDP by state,2008,7633.0
50,Connecticut,531,Real estate,Real GDP by state,2009,29157.0
51,Connecticut,92,Government,Real GDP by state,2009,24165.0
52,Connecticut,325,Chemical products manufacturing,Real GDP by state,2009,7274.0
53,Connecticut,44-45,Retail trade,Real GDP by state,2009,11222.0
54,Connecticut,42,Wholesale trade,Real GDP by state,2009,12754.0
55,Connecticut,"5412-5414, 5416-5419","Miscellaneous professional, scientific, and technical services",Real GDP by state,2009,8661.0
56,Connecticut,23,Construction,Real GDP by state,2009,
57,Connecticut,622-623,Hospitals and nursing and residential care facilities,Real GDP by state,2009,8656.0
58,Connecticut,523,"Securities, commodity contracts, and investments",Real GDP by state,2009,7985.0
59,Connecticut,621,Ambulatory health care services,Real GDP by state,2009,7698.0
60,Connecticut,531,Real estate,Real GDP by state,2010,32179.0
61,Connecticut,92,Government,Real GDP by state,2010,23827.0
62,Connecticut,325,Chemical products manufacturing,Real GDP by state,2010,
63,Connecticut,44-45,Retail trade,Real GDP by state,2010,11347.0
64,Connecticut,42,Wholesale trade,Real GDP by state,2010,12996.0
65,Connecticut,"5412-5414, 5416-5419","Miscellaneous professional, scientific, and technical services",Real GDP by state,2010,8529.0
66,Connecticut,23,Construction,Real GDP by state,2010,
67,Connecticut,622-623,Hospitals and nursing and residential care facilities,Real GDP by state,2010,8585.0
68,Connecticut,523,"Securities, commodity contracts, and investments",Real GDP by state,2010,8915.0
69,Connecticut,621,Ambulatory health care services,Real GDP by state,2010,7699.0
70,Connecticut,531,Real estate,Real GDP by state,2011,33063.0
71,Connecticut,92,Government,Real GDP by state,2011,23634.0
72,Connecticut,325,Chemical products manufacturing,Real GDP by state,2011,
73,Connecticut,44-45,Retail trade,Real GDP by state,2011,11475.0
74,Connecticut,42,Wholesale trade,Real GDP by state,2011,12799.0
75,Connecticut,"5412-5414, 5416-5419","Miscellaneous professional, scientific, and technical services",Real GDP by state,2011,8564.0
76,Connecticut,23,Construction,Real GDP by state,2011,
77,Connecticut,622-623,Hospitals and nursing and residential care facilities,Real GDP by state,2011,8687.0
78,Connecticut,523,"Securities, commodity contracts, and investments",Real GDP by state,2011,8352.0
79,Connecticut,621,Ambulatory health care services,Real GDP by state,2011,7760.0
80,Connecticut,531,Real estate,Real GDP by state,2012,33324.0
81,Connecticut,92,Government,Real GDP by state,2012,23296.0
82,Connecticut,325,Chemical products manufacturing,Real GDP by state,2012,
83,Connecticut,44-45,Retail trade,Real GDP by state,2012,11971.0
84,Connecticut,42,Wholesale trade,Real GDP by state,2012,13116.0
85,Connecticut,"5412-5414, 5416-5419","Miscellaneous professional, scientific, and technical services",Real GDP by state,2012,8604.0
86,Connecticut,23,Construction,Real GDP by state,2012,
87,Connecticut,622-623,Hospitals and nursing and residential care facilities,Real GDP by state,2012,8910.0
88,Connecticut,523,"Securities, commodity contracts, and investments",Real GDP by state,2012,8402.0
89,Connecticut,621,Ambulatory health care services,Real GDP by state,2012,7814.0
90,Connecticut,531,Real estate,Real GDP by state,2013,32241.0
91,Connecticut,92,Government,Real GDP by state,2013,23375.0
92,Connecticut,325,Chemical products manufacturing,Real GDP by state,2013,
93,Connecticut,44-45,Retail trade,Real GDP by state,2013,12076.0
94,Connecticut,42,Wholesale trade,Real GDP by state,2013,13366.0
95,Connecticut,"5412-5414, 5416-5419","Miscellaneous professional, scientific, and technical services",Real GDP by state,2013,8480.0
96,Connecticut,23,Construction,Real GDP by state,2013,6813.0
97,Connecticut,622-623,Hospitals and nursing and residential care facilities,Real GDP by state,2013,8876.0
98,Connecticut,523,"Securities, commodity contracts, and investments",Real GDP by state,2013,7100.0
99,Connecticut,621,Ambulatory health care services,Real GDP by state,2013,8044.0
100,Connecticut,531,Real estate,Real GDP by state,2014,
101,Connecticut,92,Government,Real GDP by state,2014,23500.0
102,Connecticut,325,Chemical products manufacturing,Real GDP by state,2014,
103,Connecticut,44-45,Retail trade,Real GDP by state,2014,12163.0
104,Connecticut,42,Wholesale trade,Real GDP by state,2014,13516.0
105,Connecticut,"5412-5414, 5416-5419","Miscellaneous professional, scientific, and technical services",Real GDP by state,2014,
106,Connecticut,23,Construction,Real GDP by state,2014,6850.0
107,Connecticut,622-623,Hospitals and nursing and residential care facilities,Real GDP by state,2014,
108,Connecticut,523,"Securities, commodity contracts, and investments",Real GDP by state,2014,
109,Connecticut,621,Ambulatory health care services,Real GDP by state,2014,
0,Delaware,521-522,"Federal Reserve banks, credit intermediation, and related services",Real GDP by state,2004,8274.0
1,Delaware,92,Government,Real GDP by state,2004,5815.0
2,Delaware,531,Real estate,Real GDP by state,2004,4886.0
3,Delaware,325,Chemical products manufacturing,Real GDP by state,2004,2891.0
4,Delaware,23,Construction,Real GDP by state,2004,2693.0
5,Delaware,44-45,Retail trade,Real GDP by state,2004,2671.0
6,Delaware,42,Wholesale trade,Real GDP by state,2004,2364.0
7,Delaware,"5412-5414, 5416-5419","Miscellaneous professional, scientific, and technical services",Real GDP by state,2004,2340.0
8,Delaware,55,Management of companies and enterprises,Real GDP by state,2004,1782.0
9,Delaware,622-623,Hospitals and nursing and residential care facilities,Real GDP by state,2004,1430.0
10,Delaware,521-522,"Federal Reserve banks, credit intermediation, and related services",Real GDP by state,2005,9031.0
11,Delaware,92,Government,Real GDP by state,2005,6073.0
12,Delaware,531,Real estate,Real GDP by state,2005,5152.0
13,Delaware,325,Chemical products manufacturing,Real GDP by state,2005,2710.0
14,Delaware,23,Construction,Real GDP by state,2005,2758.0
15,Delaware,44-45,Retail trade,Real GDP by state,2005,2696.0
16,Delaware,42,Wholesale trade,Real GDP by state,2005,2417.0
17,Delaware,"5412-5414, 5416-5419","Miscellaneous professional, scientific, and technical services",Real GDP by state,2005,2276.0
18,Delaware,55,Management of companies and enterprises,Real GDP by state,2005,1644.0
19,Delaware,622-623,Hospitals and nursing and residential care facilities,Real GDP by state,2005,1529.0
20,Delaware,521-522,"Federal Reserve banks, credit intermediation, and related services",Real GDP by state,2006,8703.0
21,Delaware,92,Government,Real GDP by state,2006,5867.0
22,Delaware,531,Real estate,Real GDP by state,2006,5323.0
23,Delaware,325,Chemical products manufacturing,Real GDP by state,2006,2855.0
24,Delaware,23,Construction,Real GDP by state,2006,2693.0
25,Delaware,44-45,Retail trade,Real GDP by state,2006,2704.0
26,Delaware,42,Wholesale trade,Real GDP by state,2006,2681.0
27,Delaware,"5412-5414, 5416-5419","Miscellaneous professional, scientific, and technical services",Real GDP by state,2006,2099.0
28,Delaware,55,Management of companies and enterprises,Real GDP by state,2006,1792.0
29,Delaware,622-623,Hospitals and nursing and residential care facilities,Real GDP by state,2006,1565.0
30,Delaware,521-522,"Federal Reserve banks, credit intermediation, and related services",Real GDP by state,2007,7415.0
31,Delaware,92,Government,Real GDP by state,2007,6052.0
32,Delaware,531,Real estate,Real GDP by state,2007,5770.0
33,Delaware,325,Chemical products manufacturing,Real GDP by state,2007,2943.0
34,Delaware,23,Construction,Real GDP by state,2007,2358.0
35,Delaware,44-45,Retail trade,Real GDP by state,2007,2621.0
36,Delaware,42,Wholesale trade,Real GDP by state,2007,2575.0
37,Delaware,"5412-5414, 5416-5419","Miscellaneous professional, scientific, and technical services",Real GDP by state,2007,2074.0
38,Delaware,55,Management of companies and enterprises,Real GDP by state,2007,1528.0
39,Delaware,622-623,Hospitals and nursing and residential care facilities,Real GDP by state,2007,1674.0
40,Delaware,521-522,"Federal Reserve banks, credit intermediation, and related services",Real GDP by state,2008,7141.0
41,Delaware,92,Government,Real GDP by state,2008,6187.0
42,Delaware,531,Real estate,Real GDP by state,2008,5917.0
43,Delaware,325,Chemical products manufacturing,Real GDP by state,2008,2068.0
44,Delaware,23,Construction,Real GDP by state,2008,2136.0
45,Delaware,44-45,Retail trade,Real GDP by state,2008,2445.0
46,Delaware,42,Wholesale trade,Real GDP by state,2008,2557.0
47,Delaware,"5412-5414, 5416-5419","Miscellaneous professional, scientific, and technical services",Real GDP by state,2008,2257.0
48,Delaware,55,Management of companies and enterprises,Real GDP by state,2008,1627.0
49,Delaware,622-623,Hospitals and nursing and residential care facilities,Real GDP by state,2008,1802.0
50,Delaware,521-522,"Federal Reserve banks, credit intermediation, and related services",Real GDP by state,2009,7692.0
51,Delaware,92,Government,Real GDP by state,2009,6333.0
52,Delaware,531,Real estate,Real GDP by state,2009,6003.0
53,Delaware,325,Chemical products manufacturing,Real GDP by state,2009,1788.0
54,Delaware,23,Construction,Real GDP by state,2009,1749.0
55,Delaware,44-45,Retail trade,Real GDP by state,2009,2424.0
56,Delaware,42,Wholesale trade,Real GDP by state,2009,2269.0
57,Delaware,"5412-5414, 5416-5419","Miscellaneous professional, scientific, and technical services",Real GDP by state,2009,2032.0
58,Delaware,55,Management of companies and enterprises,Real GDP by state,2009,
59,Delaware,622-623,Hospitals and nursing and residential care facilities,Real GDP by state,2009,1859.0
60,Delaware,521-522,"Federal Reserve banks, credit intermediation, and related services",Real GDP by state,2010,7565.0
61,Delaware,92,Government,Real GDP by state,2010,6095.0
62,Delaware,531,Real estate,Real GDP by state,2010,6477.0
63,Delaware,325,Chemical products manufacturing,Real GDP by state,2010,1678.0
64,Delaware,23,Construction,Real GDP by state,2010,1663.0
65,Delaware,44-45,Retail trade,Real GDP by state,2010,2483.0
66,Delaware,42,Wholesale trade,Real GDP by state,2010,2292.0
67,Delaware,"5412-5414, 5416-5419","Miscellaneous professional, scientific, and technical services",Real GDP by state,2010,2104.0
68,Delaware,55,Management of companies and enterprises,Real GDP by state,2010,
69,Delaware,622-623,Hospitals and nursing and residential care facilities,Real GDP by state,2010,1862.0
70,Delaware,521-522,"Federal Reserve banks, credit intermediation, and related services",Real GDP by state,2011,7913.0
71,Delaware,92,Government,Real GDP by state,2011,6231.0
72,Delaware,531,Real estate,Real GDP by state,2011,6532.0
73,Delaware,325,Chemical products manufacturing,Real GDP by state,2011,1595.0
74,Delaware,23,Construction,Real GDP by state,2011,1687.0
75,Delaware,44-45,Retail trade,Real GDP by state,2011,2527.0
76,Delaware,42,Wholesale trade,Real GDP by state,2011,2275.0
77,Delaware,"5412-5414, 5416-5419","Miscellaneous professional, scientific, and technical services",Real GDP by state,2011,2369.0
78,Delaware,55,Management of companies and enterprises,Real GDP by state,2011,
79,Delaware,622-623,Hospitals and nursing and residential care facilities,Real GDP by state,2011,1954.0
80,Delaware,521-522,"Federal Reserve banks, credit intermediation, and related services",Real GDP by state,2012,8213.0
81,Delaware,92,Government,Real GDP by state,2012,6204.0
82,Delaware,531,Real estate,Real GDP by state,2012,6520.0
83,Delaware,325,Chemical products manufacturing,Real GDP by state,2012,
84,Delaware,23,Construction,Real GDP by state,2012,1586.0
85,Delaware,44-45,Retail trade,Real GDP by state,2012,2538.0
86,Delaware,42,Wholesale trade,Real GDP by state,2012,2198.0
87,Delaware,"5412-5414, 5416-5419","Miscellaneous professional, scientific, and technical services",Real GDP by state,2012,2469.0
88,Delaware,55,Management of companies and enterprises,Real GDP by state,2012,
89,Delaware,622-623,Hospitals and nursing and residential care facilities,Real GDP by state,2012,2048.0
90,Delaware,521-522,"Federal Reserve banks, credit intermediation, and related services",Real GDP by state,2013,7789.0
91,Delaware,92,Government,Real GDP by state,2013,6038.0
92,Delaware,531,Real estate,Real GDP by state,2013,6458.0
93,Delaware,325,Chemical products manufacturing,Real GDP by state,2013,
94,Delaware,23,Construction,Real GDP by state,2013,1679.0
95,Delaware,44-45,Retail trade,Real GDP by state,2013,2582.0
