,GeoName,ComponentName,IndustryClassification,Description,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014
11190,Arkansas,Compensation of employees,337,Furniture and related products manufacturing,278.0,253.0,244.0,234.0,217.0,198.0,177.0,153.0,146.0,146.0,0.0
11191,Arkansas,Compensation of employees,339,Miscellaneous manufacturing,267.0,256.0,248.0,244.0,244.0,204.0,182.0,178.0,182.0,183.0,0.0
11193,Arkansas,Compensation of employees,311-312,Food and beverage and tobacco products manufacturing,1847.0,1857.0,1865.0,1902.0,1898.0,1842.0,1919.0,1832.0,1899.0,1916.0,0.0
11194,Arkansas,Compensation of employees,313-314,Textile mills and textile product mills,85.0,81.0,63.0,63.0,62.0,53.0,51.0,52.0,52.0,51.0,0.0
11195,Arkansas,Compensation of employees,315-316,Apparel and leather and allied products manufacturing,129.0,124.0,112.0,107.0,110.0,94.0,80.0,78.0,83.0,75.0,0.0
11196,Arkansas,Compensation of employees,322,Paper products manufacturing,737.0,753.0,754.0,743.0,737.0,723.0,736.0,742.0,758.0,755.0,0.0
11197,Arkansas,Compensation of employees,323,Printing and related support activities,196.0,197.0,204.0,217.0,211.0,189.0,194.0,206.0,186.0,153.0,0.0
11198,Arkansas,Compensation of employees,324,Petroleum and coal products manufacturing,71.0,69.0,81.0,77.0,84.0,94.0,82.0,79.0,86.0,94.0,0.0
11199,Arkansas,Compensation of employees,325,Chemical products manufacturing,331.0,337.0,313.0,308.0,327.0,323.0,357.0,372.0,390.0,402.0,0.0
11200,Arkansas,Compensation of employees,326,Plastics and rubber products manufacturing,585.0,600.0,609.0,596.0,574.0,502.0,551.0,585.0,607.0,607.0,0.0
11201,Arkansas,Compensation of employees,42,Wholesale trade,2399.0,2596.0,2766.0,2912.0,3060.0,2957.0,3032.0,3135.0,3307.0,3350.0,0.0
11202,Arkansas,Compensation of employees,44-45,Retail trade,3197.0,3338.0,3488.0,3617.0,3699.0,3631.0,3687.0,3811.0,3959.0,4046.0,0.0
11204,Arkansas,Compensation of employees,481,Air transportation,72.0,69.0,69.0,65.0,72.0,59.0,61.0,73.0,64.0,62.0,0.0
11205,Arkansas,Compensation of employees,482,Rail transportation,,,,,,,274.0,301.0,342.0,341.0,0.0
11206,Arkansas,Compensation of employees,483,Water transportation,6.0,7.0,8.0,7.0,7.0,7.0,7.0,7.0,3.0,,0.0
11207,Arkansas,Compensation of employees,484,Truck transportation,1506.0,1646.0,1724.0,1776.0,1704.0,1519.0,1608.0,1767.0,1838.0,1842.0,0.0
11208,Arkansas,Compensation of employees,485,Transit and ground passenger transportation,21.0,22.0,25.0,30.0,28.0,28.0,31.0,35.0,39.0,44.0,0.0
11209,Arkansas,Compensation of employees,486,Pipeline transportation,62.0,62.0,61.0,49.0,48.0,49.0,31.0,46.0,46.0,55.0,0.0
11210,Arkansas,Compensation of employees,"487-488, 492",Other transportation and support activities,,,,,,,369.0,383.0,422.0,,0.0
11211,Arkansas,Compensation of employees,493,Warehousing and storage,357.0,365.0,357.0,360.0,372.0,338.0,305.0,313.0,319.0,314.0,0.0
11213,Arkansas,Compensation of employees,511,"Publishing industries, except Internet (includes software)",,,279.0,294.0,294.0,285.0,262.0,270.0,277.0,288.0,0.0
11214,Arkansas,Compensation of employees,512,Motion picture and sound recording industries,28.0,28.0,31.0,32.0,33.0,36.0,35.0,38.0,37.0,35.0,0.0
11215,Arkansas,Compensation of employees,"515, 517",Broadcasting and telecommunications,646.0,688.0,718.0,1396.0,758.0,1018.0,631.0,636.0,603.0,607.0,0.0
11216,Arkansas,Compensation of employees,"518, 519","Data processing, internet publishing, and other information services",,,83.0,68.0,73.0,73.0,81.0,79.0,91.0,91.0,0.0
11219,Arkansas,Compensation of employees,521-522,"Federal Reserve banks, credit intermediation, and related services",,,,,,,,,,,0.0
11220,Arkansas,Compensation of employees,523,"Securities, commodity contracts, and investments",333.0,339.0,358.0,387.0,424.0,392.0,416.0,419.0,463.0,419.0,0.0
11222,Arkansas,Compensation of employees,525,"Funds, trusts, and other financial vehicles",,,,,,,,,,,0.0
11224,Arkansas,Compensation of employees,531,Real estate,262.0,291.0,309.0,319.0,318.0,329.0,327.0,325.0,341.0,353.0,0.0
11225,Arkansas,Compensation of employees,532-533,Rental and leasing services and lessors of intangible assets,147.0,154.0,166.0,184.0,195.0,189.0,189.0,194.0,209.0,198.0,0.0
11228,Arkansas,Compensation of employees,5411,Legal services,356.0,366.0,381.0,393.0,404.0,402.0,393.0,402.0,410.0,409.0,0.0
11229,Arkansas,Compensation of employees,5415,Computer systems design and related services,554.0,591.0,621.0,636.0,632.0,616.0,643.0,754.0,736.0,809.0,0.0
11230,Arkansas,Compensation of employees,"5412-5414, 5416-5419","Miscellaneous professional, scientific, and technical services",883.0,990.0,1102.0,1236.0,1310.0,1312.0,1381.0,1450.0,1413.0,1502.0,0.0
11231,Arkansas,Compensation of employees,55,Management of companies and enterprises,1892.0,1957.0,2156.0,2220.0,2430.0,2565.0,2835.0,2817.0,3490.0,3825.0,0.0
11233,Arkansas,Compensation of employees,561,Administrative and support services,1076.0,1187.0,1254.0,1315.0,1411.0,1372.0,1495.0,1641.0,1624.0,1721.0,0.0
11234,Arkansas,Compensation of employees,562,Waste management and remediation services,95.0,103.0,108.0,127.0,137.0,136.0,170.0,144.0,151.0,147.0,0.0
11236,Arkansas,Compensation of employees,61,Educational services,317.0,327.0,360.0,382.0,407.0,460.0,483.0,515.0,523.0,554.0,0.0
11238,Arkansas,Compensation of employees,621,Ambulatory health care services,2243.0,2399.0,2528.0,2661.0,2796.0,2877.0,2927.0,3061.0,3258.0,3357.0,0.0
11239,Arkansas,Compensation of employees,622-623,Hospitals and nursing and residential care facilities,2365.0,2470.0,2594.0,2697.0,2877.0,3008.0,3023.0,3096.0,3288.0,3315.0,0.0
11240,Arkansas,Compensation of employees,624,Social assistance,478.0,529.0,605.0,645.0,705.0,765.0,836.0,836.0,934.0,956.0,0.0
11243,Arkansas,Compensation of employees,711-712,"Performing arts, spectator sports, museums, and related activities",51.0,52.0,61.0,71.0,75.0,81.0,72.0,83.0,87.0,91.0,0.0
11244,Arkansas,Compensation of employees,713,"Amusements, gambling, and recreation industries",131.0,135.0,143.0,149.0,162.0,157.0,157.0,156.0,162.0,169.0,0.0
11246,Arkansas,Compensation of employees,721,Accommodation,208.0,211.0,217.0,229.0,250.0,238.0,239.0,243.0,253.0,259.0,0.0
11247,Arkansas,Compensation of employees,722,Food services and drinking places,1000.0,1054.0,1126.0,1199.0,1228.0,1247.0,1269.0,1336.0,1458.0,1480.0,0.0
11248,Arkansas,Compensation of employees,81,"Other services, except government",1368.0,1346.0,1431.0,1482.0,1543.0,1532.0,1543.0,1590.0,1659.0,1678.0,0.0
11249,Arkansas,Compensation of employees,92,Government,9148.0,9849.0,10441.0,10797.0,11220.0,11661.0,12071.0,12168.0,12193.0,12378.0,0.0
11250,Arkansas,Compensation of employees,...,Federal civilian,1495.0,1583.0,1645.0,1674.0,1783.0,1862.0,1863.0,1850.0,1833.0,1826.0,0.0
11251,Arkansas,Compensation of employees,...,Federal military,720.0,881.0,852.0,868.0,866.0,946.0,925.0,904.0,901.0,895.0,0.0
11252,Arkansas,Compensation of employees,...,State and local,6933.0,7385.0,7945.0,8255.0,8571.0,8853.0,9283.0,9415.0,9459.0,9656.0,0.0
11254,Arkansas,Compensation of employees,"42, 44-45",Trade,5596.0,5934.0,6254.0,6528.0,6759.0,6588.0,6719.0,6947.0,7266.0,7395.0,0.0
11255,Arkansas,Compensation of employees,...,Transportation and utilities,3210.0,3392.0,3538.0,3637.0,3620.0,3346.0,3403.0,3662.0,3867.0,3967.0,0.0
11261,California,Compensation of employees,111-112,Farms,5430.0,5785.0,5627.0,5383.0,5785.0,6205.0,6091.0,5080.0,5874.0,6568.0,0.0
11262,California,Compensation of employees,113-115,"Forestry, fishing, and related activities",3813.0,3804.0,5071.0,5337.0,5371.0,5337.0,5611.0,6111.0,6954.0,7359.0,0.0
11264,California,Compensation of employees,211,Oil and gas extraction,1295.0,1278.0,1534.0,1757.0,2103.0,1943.0,2334.0,2371.0,2697.0,2699.0,0.0
11265,California,Compensation of employees,212,"Mining, except oil and gas",470.0,491.0,514.0,501.0,489.0,428.0,432.0,457.0,470.0,489.0,0.0
11266,California,Compensation of employees,213,Support activities for mining,479.0,560.0,731.0,856.0,1004.0,823.0,923.0,1117.0,1265.0,1228.0,0.0
11267,California,Compensation of employees,22,Utilities,6322.0,6515.0,7278.0,7492.0,7825.0,8123.0,8013.0,8760.0,8651.0,9221.0,0.0
11268,California,Compensation of employees,23,Construction,48034.0,52795.0,56409.0,57185.0,53214.0,42902.0,38816.0,39963.0,43019.0,46712.0,0.0
11271,California,Compensation of employees,321,Wood products manufacturing,1840.0,1892.0,1784.0,1667.0,1480.0,1101.0,1020.0,1023.0,1036.0,1104.0,0.0
11272,California,Compensation of employees,327,Nonmetallic mineral products manufacturing,2661.0,2819.0,2866.0,2813.0,2462.0,1942.0,1845.0,1875.0,1939.0,1993.0,0.0
11273,California,Compensation of employees,331,Primary metals manufacturing,1500.0,1547.0,1618.0,1608.0,1691.0,1309.0,1307.0,1492.0,1470.0,1439.0,0.0
11274,California,Compensation of employees,332,Fabricated metal products,7531.0,7824.0,8130.0,8515.0,8806.0,7351.0,7379.0,7898.0,8273.0,8399.0,0.0
11275,California,Compensation of employees,333,Machinery manufacturing,6408.0,6565.0,6885.0,7000.0,6675.0,5844.0,6117.0,6833.0,6912.0,7124.0,0.0
11276,California,Compensation of employees,334,Computer and electronic products manufacturing,35886.0,37924.0,40529.0,41005.0,38318.0,35726.0,39501.0,41639.0,42281.0,40928.0,0.0
11277,California,Compensation of employees,335,"Electrical equipment, appliance, and components manufacturing",2294.0,2247.0,2307.0,2396.0,2401.0,2310.0,2425.0,2572.0,2610.0,2649.0,0.0
11278,California,Compensation of employees,3361-3363,"Motor vehicles, bodies and trailers, and parts manufacturing",2350.0,2354.0,2360.0,2285.0,2497.0,2010.0,1957.0,1366.0,1299.0,1355.0,0.0
11279,California,Compensation of employees,"3364-3366, 3369",Other transportation equipment manufacturing,8789.0,8525.0,9090.0,9221.0,9615.0,9552.0,9343.0,10022.0,9890.0,9977.0,0.0
11280,California,Compensation of employees,337,Furniture and related products manufacturing,2644.0,2645.0,2638.0,2462.0,2221.0,1657.0,1511.0,1556.0,1584.0,1672.0,0.0
11281,California,Compensation of employees,339,Miscellaneous manufacturing,6596.0,6751.0,7271.0,7745.0,7709.0,7219.0,7379.0,7574.0,8063.0,8314.0,0.0
11283,California,Compensation of employees,311-312,Food and beverage and tobacco products manufacturing,9705.0,9837.0,10292.0,10803.0,10892.0,10734.0,10978.0,11214.0,11734.0,12117.0,0.0
11284,California,Compensation of employees,313-314,Textile mills and textile product mills,1128.0,1062.0,1012.0,998.0,991.0,804.0,785.0,783.0,773.0,840.0,0.0
11285,California,Compensation of employees,315-316,Apparel and leather and allied products manufacturing,3041.0,2950.0,3063.0,3194.0,3296.0,2667.0,2792.0,2685.0,2781.0,2837.0,0.0
11286,California,Compensation of employees,322,Paper products manufacturing,1808.0,1803.0,1810.0,1813.0,1781.0,1544.0,1569.0,1643.0,1579.0,1582.0,0.0
11287,California,Compensation of employees,323,Printing and related support activities,3207.0,3179.0,3245.0,3259.0,3159.0,2591.0,2466.0,2398.0,2366.0,2351.0,0.0
11288,California,Compensation of employees,324,Petroleum and coal products manufacturing,2205.0,2422.0,2750.0,3019.0,3215.0,3150.0,3226.0,3422.0,3548.0,3246.0,0.0
11289,California,Compensation of employees,325,Chemical products manufacturing,7993.0,9225.0,8719.0,9165.0,9092.0,10766.0,9167.0,9101.0,10403.0,11391.0,0.0
11290,California,Compensation of employees,326,Plastics and rubber products manufacturing,2800.0,2823.0,2890.0,2876.0,2867.0,2490.0,2549.0,2634.0,2734.0,2673.0,0.0
11291,California,Compensation of employees,42,Wholesale trade,42698.0,46012.0,49811.0,53266.0,53276.0,48285.0,49655.0,53360.0,55569.0,57879.0,0.0
11292,California,Compensation of employees,44-45,Retail trade,60051.0,62468.0,63851.0,65546.0,63177.0,57165.0,58154.0,61116.0,63513.0,65268.0,0.0
11294,California,Compensation of employees,481,Air transportation,3965.0,3588.0,3851.0,3914.0,3676.0,3300.0,3410.0,3711.0,4073.0,4317.0,0.0
11295,California,Compensation of employees,482,Rail transportation,1109.0,1182.0,1209.0,1213.0,1270.0,1156.0,1095.0,1167.0,1276.0,1243.0,0.0
11296,California,Compensation of employees,483,Water transportation,387.0,363.0,337.0,495.0,508.0,471.0,473.0,580.0,568.0,576.0,0.0
11297,California,Compensation of employees,484,Truck transportation,5786.0,5974.0,6208.0,6474.0,6356.0,5782.0,5740.0,6268.0,6480.0,6845.0,0.0
11298,California,Compensation of employees,485,Transit and ground passenger transportation,1152.0,1233.0,1295.0,1377.0,1429.0,1392.0,1425.0,1543.0,1684.0,1722.0,0.0
11299,California,Compensation of employees,486,Pipeline transportation,217.0,227.0,280.0,282.0,312.0,320.0,326.0,349.0,365.0,350.0,0.0
11300,California,Compensation of employees,"487-488, 492",Other transportation and support activities,7914.0,8385.0,8621.0,9058.0,8915.0,8244.0,8573.0,8801.0,9067.0,9516.0,0.0
11301,California,Compensation of employees,493,Warehousing and storage,3095.0,3273.0,3355.0,3656.0,3876.0,3848.0,3864.0,3844.0,4026.0,4254.0,0.0
11303,California,Compensation of employees,511,"Publishing industries, except Internet (includes software)",10499.0,10532.0,11099.0,12269.0,12167.0,11602.0,12317.0,13687.0,14682.0,16263.0,0.0
11304,California,Compensation of employees,512,Motion picture and sound recording industries,14447.0,14291.0,14451.0,14918.0,15418.0,14983.0,15761.0,16181.0,16623.0,15801.0,0.0
11305,California,Compensation of employees,"515, 517",Broadcasting and telecommunications,15294.0,15329.0,15459.0,17596.0,16182.0,14748.0,14633.0,15182.0,15107.0,14898.0,0.0
11306,California,Compensation of employees,"518, 519","Data processing, internet publishing, and other information services",7043.0,7946.0,8495.0,6442.0,6278.0,6336.0,7253.0,8623.0,10037.0,17115.0,0.0
11309,California,Compensation of employees,521-522,"Federal Reserve banks, credit intermediation, and related services",23724.0,26117.0,26328.0,25319.0,22234.0,19441.0,20184.0,21605.0,24091.0,24475.0,0.0
11310,California,Compensation of employees,523,"Securities, commodity contracts, and investments",17039.0,18900.0,20678.0,22698.0,22205.0,18593.0,19975.0,20537.0,20842.0,21104.0,0.0
11312,California,Compensation of employees,525,"Funds, trusts, and other financial vehicles",224.0,256.0,347.0,64.0,56.0,85.0,51.0,21.0,10.0,31.0,0.0
11314,California,Compensation of employees,531,Real estate,11096.0,12010.0,12761.0,12934.0,12523.0,11483.0,11489.0,12076.0,12856.0,13613.0,0.0
11315,California,Compensation of employees,532-533,Rental and leasing services and lessors of intangible assets,3473.0,3624.0,3970.0,3968.0,3897.0,3556.0,3482.0,3634.0,3865.0,3962.0,0.0
11318,California,Compensation of employees,5411,Legal services,12956.0,13559.0,14236.0,15024.0,15402.0,14621.0,14576.0,15410.0,15606.0,15687.0,0.0
11319,California,Compensation of employees,5415,Computer systems design and related services,17753.0,19627.0,21676.0,24004.0,25381.0,23721.0,26059.0,29888.0,39585.0,34831.0,0.0
11320,California,Compensation of employees,"5412-5414, 5416-5419","Miscellaneous professional, scientific, and technical services",45759.0,51053.0,58407.0,64152.0,69780.0,65358.0,66664.0,71599.0,76218.0,80174.0,0.0
11321,California,Compensation of employees,55,Management of companies and enterprises,22949.0,21850.0,22712.0,23660.0,23090.0,21542.0,22955.0,24750.0,26035.0,29557.0,0.0
11323,California,Compensation of employees,561,Administrative and support services,31689.0,33798.0,36499.0,38618.0,38576.0,34549.0,35811.0,38600.0,42171.0,43781.0,0.0
11324,California,Compensation of employees,562,Waste management and remediation services,2192.0,2328.0,2430.0,2576.0,2727.0,2688.0,3358.0,2855.0,2952.0,3129.0,0.0
11326,California,Compensation of employees,61,Educational services,11529.0,11962.0,12932.0,13671.0,14750.0,16097.0,17067.0,18078.0,19504.0,19949.0,0.0
11328,California,Compensation of employees,621,Ambulatory health care services,30780.0,32671.0,34908.0,37523.0,40173.0,41091.0,47690.0,50983.0,53405.0,55571.0,0.0
11329,California,Compensation of employees,622-623,Hospitals and nursing and residential care facilities,31294.0,32743.0,35288.0,37126.0,40208.0,42861.0,40701.0,42894.0,43975.0,45326.0,0.0
11330,California,Compensation of employees,624,Social assistance,5985.0,6385.0,6580.0,7083.0,7960.0,8916.0,9760.0,11037.0,13329.0,14738.0,0.0
11333,California,Compensation of employees,711-712,"Performing arts, spectator sports, museums, and related activities",8423.0,8277.0,8897.0,9270.0,9862.0,9472.0,9611.0,10322.0,10907.0,11273.0,0.0
11334,California,Compensation of employees,713,"Amusements, gambling, and recreation industries",4706.0,4968.0,5038.0,5297.0,5515.0,5214.0,5396.0,5544.0,5936.0,6301.0,0.0
11336,California,Compensation of employees,721,Accommodation,6756.0,6885.0,7115.0,7548.0,8051.0,7270.0,7402.0,7816.0,8240.0,8653.0,0.0
11337,California,Compensation of employees,722,Food services and drinking places,20965.0,21996.0,23054.0,24514.0,24867.0,23546.0,23973.0,25580.0,27774.0,29149.0,0.0
11338,California,Compensation of employees,81,"Other services, except government",25694.0,26022.0,27042.0,28629.0,29469.0,28153.0,27733.0,29166.0,30606.0,31415.0,0.0
11339,California,Compensation of employees,92,Government,180895.0,188431.0,198330.0,211671.0,221918.0,223090.0,227149.0,231578.0,230957.0,235483.0,0.0
11340,California,Compensation of employees,...,Federal civilian,19817.0,20752.0,20977.0,21488.0,22265.0,23349.0,25904.0,26223.0,26375.0,26057.0,0.0
11341,California,Compensation of employees,...,Federal military,11934.0,12363.0,12812.0,13447.0,14560.0,15559.0,16264.0,16059.0,15919.0,15310.0,0.0
11342,California,Compensation of employees,...,State and local,149143.0,155315.0,164541.0,176737.0,185093.0,184182.0,184981.0,189296.0,188663.0,194116.0,0.0
11344,California,Compensation of employees,"42, 44-45",Trade,102750.0,108480.0,113662.0,118812.0,116452.0,105450.0,107809.0,114476.0,119082.0,123147.0,0.0
11345,California,Compensation of employees,...,Transportation and utilities,29947.0,30739.0,32435.0,33961.0,34167.0,32635.0,32920.0,35024.0,36191.0,38044.0,0.0
11351,Colorado,Compensation of employees,111-112,Farms,422.0,462.0,439.0,498.0,488.0,530.0,466.0,457.0,525.0,594.0,0.0
11352,Colorado,Compensation of employees,113-115,"Forestry, fishing, and related activities",98.0,98.0,128.0,132.0,142.0,165.0,171.0,182.0,207.0,218.0,0.0
11354,Colorado,Compensation of employees,211,Oil and gas extraction,706.0,715.0,848.0,1023.0,1337.0,1246.0,1400.0,1604.0,1682.0,1912.0,0.0
11355,Colorado,Compensation of employees,212,"Mining, except oil and gas",361.0,390.0,442.0,472.0,510.0,456.0,479.0,506.0,550.0,532.0,0.0
11356,Colorado,Compensation of employees,213,Support activities for mining,347.0,532.0,758.0,1027.0,1343.0,887.0,958.0,1260.0,1491.0,1483.0,0.0
11357,Colorado,Compensation of employees,22,Utilities,786.0,786.0,1029.0,863.0,915.0,941.0,988.0,1025.0,1059.0,979.0,0.0
11358,Colorado,Compensation of employees,23,Construction,7717.0,8359.0,8955.0,9410.0,9497.0,7881.0,6998.0,6877.0,7293.0,8230.0,0.0
11361,Colorado,Compensation of employees,321,Wood products manufacturing,220.0,239.0,254.0,252.0,227.0,152.0,130.0,127.0,138.0,151.0,0.0
11362,Colorado,Compensation of employees,327,Nonmetallic mineral products manufacturing,504.0,527.0,563.0,586.0,563.0,436.0,451.0,442.0,475.0,488.0,0.0
11363,Colorado,Compensation of employees,331,Primary metals manufacturing,168.0,134.0,135.0,148.0,160.0,142.0,147.0,168.0,182.0,177.0,0.0
11364,Colorado,Compensation of employees,332,Fabricated metal products,788.0,781.0,817.0,863.0,874.0,768.0,739.0,789.0,847.0,906.0,0.0
11365,Colorado,Compensation of employees,333,Machinery manufacturing,533.0,561.0,600.0,673.0,739.0,716.0,729.0,821.0,891.0,862.0,0.0
11366,Colorado,Compensation of employees,334,Computer and electronic products manufacturing,2979.0,3028.0,2944.0,2776.0,2628.0,2464.0,2522.0,2634.0,2726.0,2574.0,0.0
11367,Colorado,Compensation of employees,335,"Electrical equipment, appliance, and components manufacturing",145.0,136.0,147.0,140.0,135.0,126.0,143.0,160.0,200.0,201.0,0.0
11368,Colorado,Compensation of employees,3361-3363,"Motor vehicles, bodies and trailers, and parts manufacturing",116.0,126.0,115.0,,114.0,104.0,99.0,104.0,110.0,112.0,0.0
11369,Colorado,Compensation of employees,"3364-3366, 3369",Other transportation equipment manufacturing,829.0,912.0,914.0,,920.0,930.0,920.0,922.0,914.0,977.0,0.0
11370,Colorado,Compensation of employees,337,Furniture and related products manufacturing,314.0,332.0,337.0,352.0,341.0,272.0,245.0,238.0,253.0,266.0,0.0
11371,Colorado,Compensation of employees,339,Miscellaneous manufacturing,601.0,642.0,703.0,714.0,728.0,721.0,704.0,751.0,764.0,792.0,0.0
11373,Colorado,Compensation of employees,311-312,Food and beverage and tobacco products manufacturing,1257.0,1262.0,1257.0,1247.0,1399.0,1370.0,1376.0,1367.0,1410.0,1489.0,0.0
11374,Colorado,Compensation of employees,313-314,Textile mills and textile product mills,75.0,75.0,77.0,85.0,89.0,78.0,73.0,66.0,68.0,67.0,0.0
11375,Colorado,Compensation of employees,315-316,Apparel and leather and allied products manufacturing,52.0,58.0,52.0,45.0,45.0,34.0,29.0,31.0,34.0,37.0,0.0
11376,Colorado,Compensation of employees,322,Paper products manufacturing,154.0,169.0,136.0,120.0,121.0,111.0,113.0,103.0,103.0,102.0,0.0
11377,Colorado,Compensation of employees,323,Printing and related support activities,372.0,379.0,376.0,373.0,374.0,308.0,288.0,277.0,287.0,286.0,0.0
11378,Colorado,Compensation of employees,324,Petroleum and coal products manufacturing,99.0,113.0,133.0,122.0,156.0,142.0,126.0,126.0,121.0,114.0,0.0
11379,Colorado,Compensation of employees,325,Chemical products manufacturing,523.0,528.0,516.0,549.0,580.0,566.0,561.0,578.0,571.0,591.0,0.0
11380,Colorado,Compensation of employees,326,Plastics and rubber products manufacturing,289.0,314.0,306.0,304.0,292.0,253.0,292.0,340.0,349.0,370.0,0.0
11381,Colorado,Compensation of employees,42,Wholesale trade,6119.0,6451.0,6979.0,7643.0,7871.0,7205.0,7321.0,7710.0,8165.0,8472.0,0.0
11382,Colorado,Compensation of employees,44-45,Retail trade,7535.0,7835.0,8006.0,8357.0,8384.0,7949.0,7920.0,8086.0,8409.0,8791.0,0.0
11384,Colorado,Compensation of employees,481,Air transportation,934.0,863.0,983.0,951.0,951.0,872.0,848.0,860.0,996.0,1232.0,0.0
11385,Colorado,Compensation of employees,482,Rail transportation,,,,,,,,329.0,363.0,355.0,0.0
11386,Colorado,Compensation of employees,483,Water transportation,,,,,,,,0.0,0.0,0.0,0.0
11387,Colorado,Compensation of employees,484,Truck transportation,795.0,877.0,943.0,1019.0,1018.0,957.0,970.0,1042.0,1115.0,1167.0,0.0
11388,Colorado,Compensation of employees,485,Transit and ground passenger transportation,156.0,166.0,177.0,189.0,192.0,184.0,187.0,196.0,200.0,207.0,0.0
11389,Colorado,Compensation of employees,486,Pipeline transportation,86.0,91.0,114.0,120.0,107.0,119.0,124.0,108.0,107.0,148.0,0.0
11390,Colorado,Compensation of employees,"487-488, 492",Other transportation and support activities,771.0,806.0,794.0,852.0,,803.0,,813.0,862.0,884.0,0.0
11391,Colorado,Compensation of employees,493,Warehousing and storage,400.0,358.0,350.0,341.0,338.0,347.0,329.0,322.0,343.0,338.0,0.0
11393,Colorado,Compensation of employees,511,"Publishing industries, except Internet (includes software)",2479.0,2528.0,2656.0,2738.0,2717.0,2604.0,2540.0,2665.0,2743.0,2879.0,0.0
11394,Colorado,Compensation of employees,512,Motion picture and sound recording industries,131.0,135.0,146.0,149.0,138.0,149.0,144.0,151.0,163.0,174.0,0.0
11395,Colorado,Compensation of employees,"515, 517",Broadcasting and telecommunications,3404.0,3303.0,3568.0,3821.0,3671.0,3954.0,3978.0,3946.0,3909.0,3994.0,0.0
11396,Colorado,Compensation of employees,"518, 519","Data processing, internet publishing, and other information services",688.0,704.0,732.0,581.0,670.0,654.0,676.0,787.0,867.0,884.0,0.0
11399,Colorado,Compensation of employees,521-522,"Federal Reserve banks, credit intermediation, and related services",,,,,,,,,,,0.0
11400,Colorado,Compensation of employees,523,"Securities, commodity contracts, and investments",1883.0,2174.0,2438.0,2716.0,2855.0,2425.0,2568.0,2695.0,2692.0,2919.0,0.0
11402,Colorado,Compensation of employees,525,"Funds, trusts, and other financial vehicles",,,,,,,,,,,0.0
11404,Colorado,Compensation of employees,531,Real estate,1491.0,1613.0,1708.0,1810.0,1697.0,1585.0,1568.0,1602.0,1759.0,1907.0,0.0
11405,Colorado,Compensation of employees,532-533,Rental and leasing services and lessors of intangible assets,572.0,591.0,622.0,648.0,642.0,599.0,588.0,597.0,641.0,661.0,0.0
11408,Colorado,Compensation of employees,5411,Legal services,1322.0,1441.0,1508.0,1662.0,1696.0,1712.0,1720.0,1796.0,1939.0,2005.0,0.0
11409,Colorado,Compensation of employees,5415,Computer systems design and related services,3094.0,3358.0,3705.0,4088.0,4383.0,4230.0,4358.0,4625.0,4945.0,5540.0,0.0
11410,Colorado,Compensation of employees,"5412-5414, 5416-5419","Miscellaneous professional, scientific, and technical services",6879.0,7688.0,8478.0,9365.0,9894.0,9744.0,9729.0,10101.0,10784.0,11449.0,0.0
11411,Colorado,Compensation of employees,55,Management of companies and enterprises,2580.0,3001.0,3410.0,3887.0,3777.0,3953.0,4338.0,4561.0,5567.0,5167.0,0.0
11413,Colorado,Compensation of employees,561,Administrative and support services,4155.0,4447.0,4841.0,5332.0,5468.0,5075.0,5160.0,5396.0,5873.0,5911.0,0.0
11414,Colorado,Compensation of employees,562,Waste management and remediation services,501.0,479.0,443.0,386.0,408.0,398.0,508.0,462.0,459.0,448.0,0.0
11416,Colorado,Compensation of employees,61,Educational services,1140.0,1229.0,1334.0,1414.0,1519.0,1614.0,1711.0,1790.0,1930.0,1995.0,0.0
11418,Colorado,Compensation of employees,621,Ambulatory health care services,4797.0,4989.0,5244.0,5651.0,6018.0,6349.0,6605.0,6911.0,7299.0,7599.0,0.0
11419,Colorado,Compensation of employees,622-623,Hospitals and nursing and residential care facilities,3592.0,3794.0,4035.0,4261.0,4591.0,5013.0,5101.0,5215.0,5503.0,5545.0,0.0
11420,Colorado,Compensation of employees,624,Social assistance,853.0,928.0,960.0,1029.0,1131.0,1170.0,1232.0,1210.0,1317.0,1441.0,0.0
11423,Colorado,Compensation of employees,711-712,"Performing arts, spectator sports, museums, and related activities",561.0,554.0,654.0,736.0,728.0,741.0,691.0,727.0,773.0,830.0,0.0
11424,Colorado,Compensation of employees,713,"Amusements, gambling, and recreation industries",927.0,990.0,1007.0,1013.0,1065.0,1031.0,1070.0,1088.0,1126.0,1155.0,0.0
11426,Colorado,Compensation of employees,721,Accommodation,1153.0,1204.0,1257.0,1324.0,1408.0,1286.0,1288.0,1388.0,1431.0,1524.0,0.0
11427,Colorado,Compensation of employees,722,Food services and drinking places,3050.0,3182.0,3335.0,3645.0,3741.0,3605.0,3681.0,3920.0,4278.0,4472.0,0.0
11428,Colorado,Compensation of employees,81,"Other services, except government",3699.0,3746.0,3924.0,4166.0,4396.0,4339.0,4285.0,4384.0,4624.0,4848.0,0.0
11429,Colorado,Compensation of employees,92,Government,21758.0,23012.0,23850.0,24702.0,26337.0,27643.0,28685.0,28981.0,29279.0,29912.0,0.0
11430,Colorado,Compensation of employees,...,Federal civilian,4206.0,4430.0,4527.0,4697.0,4832.0,5020.0,5414.0,5569.0,5609.0,5493.0,0.0
11431,Colorado,Compensation of employees,...,Federal military,2296.0,2672.0,2706.0,2829.0,3117.0,3524.0,3973.0,4160.0,4102.0,3972.0,0.0
