,SICcode,Catcode,Category,SICname,MultSIC,2012 NAICS Code,2002to2007 NAICS
1655,5948,G4600,Miscellaneous retail stores,Luggage and leather goods stores,X,448320.0,448320.0
1656,5949,G4600,Miscellaneous retail stores,"Sewing, needlework, and piece goods",X,451130.0,451130.0
1657,5961,G4700,Catalog & mail order houses,Catalog and mailorder houses,,454111.0,454111.0
1658,5961,G4700,Catalog & mail order houses,Catalog and mailorder houses,,454112.0,454112.0
1659,5961,G4700,Catalog & mail order houses,Catalog and mailorder houses,,454113.0,454113.0
1660,5962,G4850,Vending Machine Sales & Services,Vending machine operators,,454210.0,454210.0
1661,5963,G4800,Direct sales,Direct selling organizations,,454390.0,454390.0
1662,5963,G4800,Direct sales,Direct selling organizations,,722330.0,722330.0
1663,5983,E1180,Fuel oil dealers,Fuel oil dealers,X,454310.0,454311.0
1664,5984,E1190,LPG/Liquid Propane dealers & producers,Liquified petroleum gas dealers,,454310.0,454312.0
1665,5989,E1180,Fuel oil dealers,"Fuel dealers, NEC",X,454310.0,454319.0
1666,5992,A8000,Florists & Nursery Services,Florists,X,453110.0,453110.0
1667,5993,G4600,Miscellaneous retail stores,Tobacco stores and stands,X,453991.0,453991.0
1668,5994,G4600,Miscellaneous retail stores,News dealers and newsstands,X,451212.0,451212.0
1669,5995,H3300,Optical services (glasses & contact lenses),Optical goods stores,,339115.0,339115.0
1670,5995,H3300,Optical services (glasses & contact lenses),Optical goods stores,,446130.0,446130.0
1671,5999,G4600,Miscellaneous retail stores,Retail stores miscellaneous,X,339113.0,339113.0
1672,5999,G4600,Miscellaneous retail stores,Retail stores miscellaneous,X,443142.0,443112.0
1673,5999,G4600,Miscellaneous retail stores,Retail stores miscellaneous,X,446120.0,446120.0
1674,5999,G4600,Miscellaneous retail stores,Retail stores miscellaneous,X,446199.0,446199.0
1675,5999,G4600,Miscellaneous retail stores,Retail stores miscellaneous,X,453910.0,453910.0
1676,5999,G4600,Miscellaneous retail stores,Retail stores miscellaneous,X,453920.0,453920.0
1677,5999,G4600,Miscellaneous retail stores,Retail stores miscellaneous,X,453998.0,453998.0
1678,6011,F1100,Commercial banks & bank holding companies,Federal Reserve banks,X,521110.0,521110.0
1679,6019,F1100,Commercial banks & bank holding companies,"Central reserve depository, NEC",X,522298.0,522298.0
1680,6021,F1100,Commercial banks & bank holding companies,National commercial banks,X,522110.0,522110.0
1681,6021,F1100,Commercial banks & bank holding companies,National commercial banks,X,522210.0,522210.0
1682,6022,F1100,Commercial banks & bank holding companies,State commercial banks,X,522110.0,522110.0
1683,6022,F1100,Commercial banks & bank holding companies,State commercial banks,X,522190.0,522190.0
1684,6022,F1100,Commercial banks & bank holding companies,State commercial banks,X,522210.0,522210.0
1685,6029,F1100,Commercial banks & bank holding companies,"Commercial banks, NEC",X,522110.0,522110.0
1686,6035,F1200,Savings banks & Savings and Loans,Federal savings institutions,X,522120.0,522120.0
1687,6036,F1200,Savings banks & Savings and Loans,"Savings institutions, except federal",X,522120.0,522120.0
1688,6061,F1300,Credit unions,Federal credit unions,X,522130.0,522130.0
1689,6062,F1300,Credit unions,State credit unions,X,522130.0,522130.0
1690,6081,F1100,Commercial banks & bank holding companies,Branches and agencies of foreign banks,X,522110.0,522110.0
1691,6081,F1100,Commercial banks & bank holding companies,Branches and agencies of foreign banks,X,522293.0,522293.0
1692,6081,F1100,Commercial banks & bank holding companies,Branches and agencies of foreign banks,X,522298.0,522298.0
1693,6082,F1100,Commercial banks & bank holding companies,Foreign trade and international banks,X,522293.0,522293.0
1694,6082,F1100,Commercial banks & bank holding companies,Foreign trade and international banks,X,522298.0,522298.0
1695,6091,F1100,Commercial banks & bank holding companies,Nondeposit trust facilities,X,523991.0,523991.0
1696,6099,F1000,Banks & lending institutions,Functions related to deposit banking,,522320.0,522320.0
1697,6099,F1000,Banks & lending institutions,Functions related to deposit banking,,522390.0,522390.0
1698,6099,F1000,Banks & lending institutions,Functions related to deposit banking,,523130.0,523130.0
1699,6099,F1000,Banks & lending institutions,Functions related to deposit banking,,523991.0,523991.0
1700,6111,F1400,Credit agencies & finance companies,Federal & fedsponsored credit agencies,X,522292.0,522292.0
1701,6111,F1400,Credit agencies & finance companies,Federal & fedsponsored credit agencies,X,522293.0,522293.0
1702,6111,F1400,Credit agencies & finance companies,Federal & fedsponsored credit agencies,X,522294.0,522294.0
1703,6111,F1400,Credit agencies & finance companies,Federal & fedsponsored credit agencies,X,522298.0,522298.0
1704,6141,F1400,Credit agencies & finance companies,Personal credit institutions,X,522210.0,522210.0
1705,6141,F1400,Credit agencies & finance companies,Personal credit institutions,X,522220.0,522220.0
1706,6141,F1400,Credit agencies & finance companies,Personal credit institutions,X,522291.0,522291.0
1707,6141,F1400,Credit agencies & finance companies,Personal credit institutions,X,522298.0,522298.0
1708,6153,F1400,Credit agencies & finance companies,Shortterm business credit,X,522210.0,522210.0
1709,6153,F1400,Credit agencies & finance companies,Shortterm business credit,X,522220.0,522220.0
1710,6153,F1400,Credit agencies & finance companies,Shortterm business credit,X,522298.0,522298.0
1711,6153,F1400,Credit agencies & finance companies,Shortterm business credit,X,522320.0,522320.0
1712,6153,F1400,Credit agencies & finance companies,Shortterm business credit,X,523910.0,523910.0
1713,6159,F1400,Credit agencies & finance companies,"Business credit institutions, misc",X,522220.0,522220.0
1714,6159,F1400,Credit agencies & finance companies,"Business credit institutions, misc",X,522292.0,522292.0
1715,6159,F1400,Credit agencies & finance companies,"Business credit institutions, misc",X,522293.0,522293.0
1716,6159,F1400,Credit agencies & finance companies,"Business credit institutions, misc",X,522294.0,522294.0
1717,6159,F1400,Credit agencies & finance companies,"Business credit institutions, misc",X,522298.0,522298.0
1718,6162,F4600,Mortgage bankers and brokers,Mortgage bankers and correspondents,,522292.0,522292.0
1719,6162,F4600,Mortgage bankers and brokers,Mortgage bankers and correspondents,,522390.0,522390.0
1720,6798,F4100,Real Estate developers & subdividers,Real estate investment trusts,X,,
1721,6799,F7000,Investors,"Investors, NEC",,523130.0,523130.0
1722,6799,F7000,Investors,"Investors, NEC",,523910.0,523910.0
1723,6799,F7000,Investors,"Investors, NEC",,523920.0,523920.0
1724,7011,T9100,Hotels & motels,Hotels and motels,X,721110.0,721110.0
1725,7011,T9100,Hotels & motels,Hotels and motels,X,721120.0,721120.0
1726,7011,T9100,Hotels & motels,Hotels and motels,X,721191.0,721191.0
1727,7011,T9100,Hotels & motels,Hotels and motels,X,721199.0,721199.0
1728,7021,T9100,Hotels & motels,Rooming and boarding houses,X,721310.0,721310.0
1729,7032,T9000,Lodging & tourism,Sporting and recreational camps,X,721214.0,721214.0
1730,7033,T9000,Lodging & tourism,Trailer parks and campsites,X,721211.0,721211.0
1731,7041,T9100,Hotels & motels,Membershipbasis organization hotels,X,721110.0,721110.0
1732,7041,T9100,Hotels & motels,Membershipbasis organization hotels,X,721310.0,721310.0
1733,7211,G5500,Laundries & dry cleaners,"Power laundries, family & commercial",X,812320.0,812320.0
1734,7212,G5500,Laundries & dry cleaners,Garment pressing & cleaners' agents,X,812320.0,812320.0
1735,7213,G5500,Laundries & dry cleaners,Linen supply,X,812331.0,812331.0
1736,7215,G5500,Laundries & dry cleaners,Coinoperated laundries and cleaning,X,812310.0,812310.0
1737,7216,G5500,Laundries & dry cleaners,"Dry cleaning plants, except rug",X,812320.0,812320.0
1738,7217,G5500,Laundries & dry cleaners,Carpet and upholstery cleaning,X,561740.0,561740.0
1739,7218,G5500,Laundries & dry cleaners,Industrial launderers,X,812332.0,812332.0
1740,7219,G5500,Laundries & dry cleaners,"Laundry and garment services, NEC",X,811490.0,811490.0
1741,7219,G5500,Laundries & dry cleaners,"Laundry and garment services, NEC",X,812320.0,812320.0
1742,7219,G5500,Laundries & dry cleaners,"Laundry and garment services, NEC",X,812331.0,812331.0
1743,7221,G5240,"Commercial photography, art & graphic design","Photographic studios, portrait",X,541921.0,541921.0
1744,7231,G5100,Beauty & barber shops,Beauty shops,X,611511.0,611511.0
1745,7231,G5100,Beauty & barber shops,Beauty shops,X,812112.0,812112.0
1746,7231,G5100,Beauty & barber shops,Beauty shops,X,812113.0,812113.0
1747,7241,G5100,Beauty & barber shops,Barber shops,X,611511.0,611511.0
1748,7241,G5100,Beauty & barber shops,Barber shops,X,812111.0,812111.0
1749,7251,G5600,Miscellaneous repair services,Shoe repair and shoeshine parlors,X,811430.0,811430.0
1750,7251,G5600,Miscellaneous repair services,Shoe repair and shoeshine parlors,X,812320.0,812320.0
1751,7251,G5600,Miscellaneous repair services,Shoe repair and shoeshine parlors,X,812990.0,812990.0
1752,7261,G5400,Funeral services,Funeral service and crematories,X,812210.0,812210.0
1753,7261,G5400,Funeral services,Funeral service and crematories,X,812220.0,812220.0
1754,7291,F5300,Tax return services,Tax return preparation services,,541213.0,541213.0
1755,7299,G5000,Services,Miscellaneous personal services,X,532220.0,532220.0
1756,7299,G5000,Services,Miscellaneous personal services,X,541990.0,541990.0
1757,7299,G5000,Services,Miscellaneous personal services,X,561990.0,561990.0
1758,7299,G5000,Services,Miscellaneous personal services,X,812191.0,812191.0
1759,7299,G5000,Services,Miscellaneous personal services,X,812199.0,812199.0
1760,7299,G5000,Services,Miscellaneous personal services,X,812930.0,812930.0
1761,7299,G5000,Services,Miscellaneous personal services,X,812990.0,812990.0
1762,7311,G5210,Advertising & public relations services,Advertising agencies,X,541810.0,541810.0
1763,7312,G5230,Outdoor advertising services,Outdoor advertising services,,541850.0,541850.0
1764,7313,G5210,Advertising & public relations services,"Radio, TV, publisher representatives",X,541840.0,541840.0
1765,7319,G5210,Advertising & public relations services,"Advertising, NEC",X,481219.0,481219.0
1766,7319,G5210,Advertising & public relations services,"Advertising, NEC",X,541830.0,541830.0
1767,7319,G5210,Advertising & public relations services,"Advertising, NEC",X,541850.0,541850.0
1768,7319,G5210,Advertising & public relations services,"Advertising, NEC",X,541870.0,541870.0
1769,7319,G5210,Advertising & public relations services,"Advertising, NEC",X,541890.0,541890.0
1770,7322,F5200,Credit reporting services & collection agencies,Adjustment and collection services,X,561440.0,561440.0
1771,7323,F5200,Credit reporting services & collection agencies,Credit reporting services,X,561450.0,561450.0
1772,7331,G5220,Direct mail advertising services,Direct mail advertising services,,511140.0,511140.0
1773,7331,G5220,Direct mail advertising services,Direct mail advertising services,,541860.0,541860.0
1774,7334,G5000,Services,Photocopying & duplicating services,X,323111.0,323114.0
1775,7334,G5000,Services,Photocopying & duplicating services,X,561439.0,561439.0
1776,7335,G5240,"Commercial photography, art & graphic design",Commercial photography,X,481219.0,481219.0
1777,7335,G5240,"Commercial photography, art & graphic design",Commercial photography,X,541922.0,541922.0
1778,7336,G5240,"Commercial photography, art & graphic design",Commercial art and graphic design,X,541430.0,541430.0
1779,7338,G5200,Business services,Secretarial & court reporting,X,561410.0,561410.0
1780,7338,G5200,Business services,Secretarial & court reporting,X,561492.0,561492.0
1781,7342,G5700,Pest control,Disinfecting and exterminating,,561710.0,561710.0
1782,7342,G5700,Pest control,Disinfecting and exterminating,,561720.0,561720.0
1783,7349,G5200,Business services,"Building maintenance services, NEC",X,561720.0,561720.0
1784,7349,G5200,Business services,"Building maintenance services, NEC",X,561790.0,561790.0
1785,7352,H4100,Medical supplies manufacturing & sales,Medical equipment rental,X,532291.0,532291.0
1786,7352,H4100,Medical supplies manufacturing & sales,Medical equipment rental,X,532490.0,532490.0
1787,7353,B6000,Construction equipment,Heavy construction equipment rental,X,238910.0,238910.0
1788,7353,B6000,Construction equipment,Heavy construction equipment rental,X,238990.0,238990.0
1789,7353,B6000,Construction equipment,Heavy construction equipment rental,X,532412.0,532412.0
1790,7359,G5300,Equipment rental & leasing,"Equipment rental & leasing, NEC",X,532210.0,532210.0
1791,7359,G5300,Equipment rental & leasing,"Equipment rental & leasing, NEC",X,532299.0,532299.0
1792,7359,G5300,Equipment rental & leasing,"Equipment rental & leasing, NEC",X,532310.0,532310.0
1793,7359,G5300,Equipment rental & leasing,"Equipment rental & leasing, NEC",X,532411.0,532411.0
1794,7359,G5300,Equipment rental & leasing,"Equipment rental & leasing, NEC",X,532412.0,532412.0
1795,7359,G5300,Equipment rental & leasing,"Equipment rental & leasing, NEC",X,532420.0,532420.0
1796,7359,G5300,Equipment rental & leasing,"Equipment rental & leasing, NEC",X,532490.0,532490.0
1797,7359,G5300,Equipment rental & leasing,"Equipment rental & leasing, NEC",X,562991.0,562991.0
1798,7361,G5250,Employment agencies,Employment agencies,X,541612.0,541612.0
1799,7363,G5250,Employment agencies,Help supply services,X,561320.0,561320.0
1800,7363,G5250,Employment agencies,Help supply services,X,561330.0,561330.0
1801,7371,C5130,Data processing & computer services,Computer programming services,X,541511.0,541511.0
1802,7372,C5120,Computer software,Prepackaged software,,334614.0,334611.0
1803,7372,C5120,Computer software,Prepackaged software,,511210.0,511210.0
1804,7373,C5130,Data processing & computer services,Computer integrated systems design,X,541512.0,541512.0
1805,7374,C5130,Data processing & computer services,Data processing and preparation,X,518210.0,518210.0
1806,7375,C5130,Data processing & computer services,Information retrieval services,X,,
1807,7376,C5130,Data processing & computer services,Computer facilities management,X,541513.0,541513.0
1808,7377,C5100,Computer manufacture & services,Computer rental and leasing,X,532420.0,532420.0
1809,7378,C5100,Computer manufacture & services,Computer maintenance and repair,X,443142.0,443120.0
1810,7378,C5100,Computer manufacture & services,Computer maintenance and repair,X,811212.0,811212.0
1811,7379,C5130,Data processing & computer services,"Computer related services, NEC",X,518210.0,518210.0
1812,7379,C5130,Data processing & computer services,"Computer related services, NEC",X,541512.0,541512.0
1813,7379,C5130,Data processing & computer services,"Computer related services, NEC",X,541519.0,541519.0
1814,7381,G5290,Security services,"Detective, guard, & armored car svcs",X,561611.0,561611.0
1815,7381,G5290,Security services,"Detective, guard, & armored car svcs",X,561612.0,561612.0
1816,7381,G5290,Security services,"Detective, guard, & armored car svcs",X,561613.0,561613.0
1817,7382,G5290,Security services,Security systems services,X,561621.0,561621.0
1818,7383,C1100,"Book, newspaper & periodical publishing",News syndicates,X,519110.0,519110.0
1819,7383,C1100,"Book, newspaper & periodical publishing",News syndicates,X,711510.0,711510.0
1820,7384,G5000,Services,Photofinishing laboratories,X,812921.0,812921.0
1821,7384,G5000,Services,Photofinishing laboratories,X,812922.0,812922.0
1822,7389,G5200,Business services,"Business services, NEC",X,312230.0,312229.0
1823,7389,G5200,Business services,"Business services, NEC",X,313310.0,313311.0
1824,7389,G5200,Business services,"Business services, NEC",X,314999.0,314999.0
1825,7389,G5200,Business services,"Business services, NEC",X,325998.0,325998.0
1826,7389,G5200,Business services,"Business services, NEC",X,425120.0,425120.0
1827,7389,G5200,Business services,"Business services, NEC",X,488490.0,488490.0
1828,7389,G5200,Business services,"Business services, NEC",X,491110.0,491110.0
1829,7389,G5200,Business services,"Business services, NEC",X,512240.0,512240.0
1830,7389,G5200,Business services,"Business services, NEC",X,512290.0,512290.0
1831,7389,G5200,Business services,"Business services, NEC",X,518210.0,518210.0
1832,7389,G5200,Business services,"Business services, NEC",X,519190.0,519190.0
1833,7389,G5200,Business services,"Business services, NEC",X,522320.0,522320.0
1834,7389,G5200,Business services,"Business services, NEC",X,541199.0,541199.0
1835,7389,G5200,Business services,"Business services, NEC",X,541340.0,541340.0
1836,7389,G5200,Business services,"Business services, NEC",X,541350.0,541350.0
1837,7389,G5200,Business services,"Business services, NEC",X,541370.0,541370.0
1838,7389,G5200,Business services,"Business services, NEC",X,541410.0,541410.0
1839,7389,G5200,Business services,"Business services, NEC",X,541420.0,541420.0
1840,7389,G5200,Business services,"Business services, NEC",X,541490.0,541490.0
1841,7389,G5200,Business services,"Business services, NEC",X,541870.0,541870.0
1842,7389,G5200,Business services,"Business services, NEC",X,541890.0,541890.0
1843,7389,G5200,Business services,"Business services, NEC",X,541930.0,541930.0
1844,7389,G5200,Business services,"Business services, NEC",X,541990.0,541990.0
1845,7389,G5200,Business services,"Business services, NEC",X,561410.0,561410.0
1846,7389,G5200,Business services,"Business services, NEC",X,561421.0,561421.0
1847,7389,G5200,Business services,"Business services, NEC",X,561422.0,561422.0
1848,7389,G5200,Business services,"Business services, NEC",X,561431.0,561431.0
1849,7389,G5200,Business services,"Business services, NEC",X,561439.0,561439.0
1850,7389,G5200,Business services,"Business services, NEC",X,561440.0,561440.0
1851,7389,G5200,Business services,"Business services, NEC",X,561491.0,561491.0
1852,7389,G5200,Business services,"Business services, NEC",X,561499.0,561499.0
1853,7389,G5200,Business services,"Business services, NEC",X,561591.0,561591.0
1854,7389,G5200,Business services,"Business services, NEC",X,561599.0,561599.0
1855,7389,G5200,Business services,"Business services, NEC",X,561790.0,561790.0
1856,7389,G5200,Business services,"Business services, NEC",X,561910.0,561910.0
1857,7389,G5200,Business services,"Business services, NEC",X,561920.0,561920.0
1858,7389,G5200,Business services,"Business services, NEC",X,561990.0,561990.0
1859,7389,G5200,Business services,"Business services, NEC",X,711310.0,711310.0
1860,7389,G5200,Business services,"Business services, NEC",X,711320.0,711320.0
1861,7389,G5200,Business services,"Business services, NEC",X,711410.0,711410.0
1862,7389,G5200,Business services,"Business services, NEC",X,812320.0,812320.0
1863,7389,G5200,Business services,"Business services, NEC",X,812990.0,812990.0
1864,7513,T2500,Car & truck rental agencies,Truck rental and leasing,X,532120.0,532120.0
1865,7514,T2500,Car & truck rental agencies,Passenger car rental,X,532111.0,532111.0
1866,7515,T2500,Car & truck rental agencies,Passenger car leasing,X,532112.0,532112.0
1867,7519,G5300,Equipment rental & leasing,Utility trailer rental,X,532120.0,532120.0
1868,7521,F4500,Building operators and managers,Automobile parking,X,812930.0,812930.0
1869,7532,T2400,Auto repair,Top & body repair & paint shops,X,811121.0,811121.0
1870,7533,T2400,Auto repair,Auto exhaust system repair shops,X,811112.0,811112.0
1871,7534,T2400,Auto repair,Tire retreading and repair shops,X,326212.0,326212.0
1872,7534,T2400,Auto repair,Tire retreading and repair shops,X,811198.0,811198.0
1873,7536,T2400,Auto repair,Automotive glass replacement shops,X,811122.0,811122.0
1874,7537,T2400,Auto repair,Automotive transmission repair shops,X,811113.0,811113.0
1875,7538,T2400,Auto repair,General automotive repair shops,X,811111.0,811111.0
1876,7539,T2400,Auto repair,"Automotive repair shops, NEC",X,811118.0,811118.0
1877,7539,T2400,Auto repair,"Automotive repair shops, NEC",X,811198.0,811198.0
1878,7542,T2000,Automotive & Trucking,Car washes,X,811192.0,811192.0
1879,7549,T2000,Automotive & Trucking,"Automotive services, NEC",X,488410.0,488410.0
1880,7549,T2000,Automotive & Trucking,"Automotive services, NEC",X,811122.0,811122.0
1881,7549,T2000,Automotive & Trucking,"Automotive services, NEC",X,811191.0,811191.0
1882,7549,T2000,Automotive & Trucking,"Automotive services, NEC",X,811198.0,811198.0
1883,7622,G5600,Miscellaneous repair services,Radio and television repair,X,238290.0,238290.0
1884,7622,G5600,Miscellaneous repair services,Radio and television repair,X,443142.0,443112.0
1885,7622,G5600,Miscellaneous repair services,Radio and television repair,X,811211.0,811211.0
1886,7622,G5600,Miscellaneous repair services,Radio and television repair,X,811213.0,811213.0
1887,7623,G5600,Miscellaneous repair services,Refrigeration service and repair,X,443141.0,443111.0
1888,7623,G5600,Miscellaneous repair services,Refrigeration service and repair,X,811310.0,811310.0
1889,7623,G5600,Miscellaneous repair services,Refrigeration service and repair,X,811412.0,811412.0
1890,7629,G5600,Miscellaneous repair services,"Electrical repair shops, NEC",X,443141.0,443111.0
1891,7629,G5600,Miscellaneous repair services,"Electrical repair shops, NEC",X,811211.0,811211.0
1892,7629,G5600,Miscellaneous repair services,"Electrical repair shops, NEC",X,811212.0,811212.0
1893,7629,G5600,Miscellaneous repair services,"Electrical repair shops, NEC",X,811213.0,811213.0
1894,7629,G5600,Miscellaneous repair services,"Electrical repair shops, NEC",X,811219.0,811219.0
1895,7629,G5600,Miscellaneous repair services,"Electrical repair shops, NEC",X,811412.0,811412.0
1896,7631,G5600,Miscellaneous repair services,"Watch, clock, and jewelry repair",X,448310.0,448310.0
1897,7631,G5600,Miscellaneous repair services,"Watch, clock, and jewelry repair",X,811490.0,811490.0
1898,7641,G5600,Miscellaneous repair services,Reupholstery and furniture repair,X,811420.0,811420.0
1899,7692,G5600,Miscellaneous repair services,Welding repair,X,811310.0,811310.0
1900,7694,G5600,Miscellaneous repair services,Armature rewinding shops,X,335312.0,335312.0
1901,7694,G5600,Miscellaneous repair services,Armature rewinding shops,X,811310.0,811310.0
1902,7699,G5600,Miscellaneous repair services,"Repair services, NEC",X,115210.0,115210.0
1903,7699,G5600,Miscellaneous repair services,"Repair services, NEC",X,238220.0,238220.0
1904,7699,G5600,Miscellaneous repair services,"Repair services, NEC",X,442299.0,442299.0
1905,7699,G5600,Miscellaneous repair services,"Repair services, NEC",X,444130.0,444130.0
1906,7699,G5600,Miscellaneous repair services,"Repair services, NEC",X,444210.0,444210.0
1907,7699,G5600,Miscellaneous repair services,"Repair services, NEC",X,451110.0,451110.0
1908,7699,G5600,Miscellaneous repair services,"Repair services, NEC",X,488390.0,488390.0
1909,7699,G5600,Miscellaneous repair services,"Repair services, NEC",X,561622.0,561622.0
1910,7699,G5600,Miscellaneous repair services,"Repair services, NEC",X,561790.0,561790.0
1911,7699,G5600,Miscellaneous repair services,"Repair services, NEC",X,562991.0,562991.0
1912,7699,G5600,Miscellaneous repair services,"Repair services, NEC",X,562998.0,562998.0
1913,7699,G5600,Miscellaneous repair services,"Repair services, NEC",X,711510.0,711510.0
1914,7699,G5600,Miscellaneous repair services,"Repair services, NEC",X,811211.0,811211.0
1915,7699,G5600,Miscellaneous repair services,"Repair services, NEC",X,811212.0,811212.0
1916,7699,G5600,Miscellaneous repair services,"Repair services, NEC",X,811219.0,811219.0
1917,7699,G5600,Miscellaneous repair services,"Repair services, NEC",X,811310.0,811310.0
1918,7699,G5600,Miscellaneous repair services,"Repair services, NEC",X,811411.0,811411.0
1919,7699,G5600,Miscellaneous repair services,"Repair services, NEC",X,811412.0,811412.0
1920,7699,G5600,Miscellaneous repair services,"Repair services, NEC",X,811430.0,811430.0
1921,7699,G5600,Miscellaneous repair services,"Repair services, NEC",X,811490.0,811490.0
1922,7812,C2400,Motion picture/TV production & distribution,Motion picture & video production,X,512110.0,512110.0
1923,7819,C2400,Motion picture/TV production & distribution,Services allied to motion pictures,X,334614.0,334612.0
1924,7819,C2400,Motion picture/TV production & distribution,Services allied to motion pictures,X,512191.0,512191.0
1925,7819,C2400,Motion picture/TV production & distribution,Services allied to motion pictures,X,512199.0,512199.0
1926,7819,C2400,Motion picture/TV production & distribution,Services allied to motion pictures,X,532220.0,532220.0
1927,7819,C2400,Motion picture/TV production & distribution,Services allied to motion pictures,X,532490.0,532490.0
1928,7819,C2400,Motion picture/TV production & distribution,Services allied to motion pictures,X,541214.0,541214.0
1929,7819,C2400,Motion picture/TV production & distribution,Services allied to motion pictures,X,541690.0,541690.0
1930,7819,C2400,Motion picture/TV production & distribution,Services allied to motion pictures,X,711510.0,711510.0
1931,7822,C2400,Motion picture/TV production & distribution,Motion picture and tape distribution,X,423990.0,423990.0
1932,7822,C2400,Motion picture/TV production & distribution,Motion picture and tape distribution,X,512120.0,512120.0
1933,7829,C2400,Motion picture/TV production & distribution,Motion picture distribution services,X,512120.0,512120.0
1934,7829,C2400,Motion picture/TV production & distribution,Motion picture distribution services,X,512199.0,512199.0
1935,7829,C2400,Motion picture/TV production & distribution,Motion picture distribution services,X,519120.0,519120.0
1936,7832,C2700,Movie Theaters,"Motion picture theaters, ex drivein",X,512131.0,512131.0
1937,7833,C2700,Movie Theaters,Drivein motion picture theaters,X,512132.0,512132.0
1938,7841,G6800,Video tape rental,Video tape rental,,532230.0,532230.0
1939,7911,G6100,Amusement/recreation centers,"Dance halls, studios, and schools",X,611610.0,611610.0
1940,7911,G6100,Amusement/recreation centers,"Dance halls, studios, and schools",X,713990.0,713990.0
1941,7922,C2900,Live theater & other entertainment productions,Theatrical producers and services,,512290.0,512290.0
1942,7922,C2900,Live theater & other entertainment productions,Theatrical producers and services,,532490.0,532490.0
1943,7922,C2900,Live theater & other entertainment productions,Theatrical producers and services,,561599.0,561599.0
1944,7922,C2900,Live theater & other entertainment productions,Theatrical producers and services,,711110.0,711110.0
1945,7922,C2900,Live theater & other entertainment productions,Theatrical producers and services,,711120.0,711120.0
1946,7922,C2900,Live theater & other entertainment productions,Theatrical producers and services,,711310.0,711310.0
1947,7922,C2900,Live theater & other entertainment productions,Theatrical producers and services,,711320.0,711320.0
1948,7922,C2900,Live theater & other entertainment productions,Theatrical producers and services,,711410.0,711410.0
1949,7922,C2900,Live theater & other entertainment productions,Theatrical producers and services,,711510.0,711510.0
1950,7929,C2800,"Bands, orchestras & other live music production",Entertainers & entertainment groups,,711130.0,711130.0
1951,7929,C2800,"Bands, orchestras & other live music production",Entertainers & entertainment groups,,711190.0,711190.0
1952,7929,C2800,"Bands, orchestras & other live music production",Entertainers & entertainment groups,,711510.0,711510.0
1953,7933,G6100,Amusement/recreation centers,Bowling alleys,X,713950.0,713950.0
1954,7941,G6400,"Professional sports, arenas & related equip & svcs","Sports clubs, managers, & promoters",,711211.0,711211.0
1955,7941,G6400,"Professional sports, arenas & related equip & svcs","Sports clubs, managers, & promoters",,711310.0,711310.0
1956,7941,G6400,"Professional sports, arenas & related equip & svcs","Sports clubs, managers, & promoters",,711320.0,711320.0
1957,7941,G6400,"Professional sports, arenas & related equip & svcs","Sports clubs, managers, & promoters",,711410.0,711410.0
1958,7948,G6500,"Casinos, racetracks & gambling","Racing, including track operation",,711212.0,711212.0
1959,7948,G6500,"Casinos, racetracks & gambling","Racing, including track operation",,711219.0,711219.0
1960,7991,G5800,Physical fitness centers,Physical fitness facilities,,713940.0,713940.0
1961,7992,G6100,Amusement/recreation centers,Public golf courses,X,713910.0,713910.0
1962,7993,G6100,Amusement/recreation centers,Coinoperated amusement devices,X,713120.0,713120.0
1963,7993,G6100,Amusement/recreation centers,Coinoperated amusement devices,X,713290.0,713290.0
1964,7993,G6100,Amusement/recreation centers,Coinoperated amusement devices,X,713990.0,713990.0
1965,7996,G6700,Amusement parks,Amusement parks,,713110.0,713110.0
1966,7997,G6100,Amusement/recreation centers,Membership sports & recreation clubs,X,481219.0,481219.0
1967,7997,G6100,Amusement/recreation centers,Membership sports & recreation clubs,X,488119.0,488119.0
1968,7997,G6100,Amusement/recreation centers,Membership sports & recreation clubs,X,713910.0,713910.0
1969,7997,G6100,Amusement/recreation centers,Membership sports & recreation clubs,X,713940.0,713940.0
1970,7997,G6100,Amusement/recreation centers,Membership sports & recreation clubs,X,713990.0,713990.0
1971,7999,G6100,Amusement/recreation centers,"Amusement and recreation, NEC",X,487110.0,487110.0
1972,7999,G6100,Amusement/recreation centers,"Amusement and recreation, NEC",X,487210.0,487210.0
1973,7999,G6100,Amusement/recreation centers,"Amusement and recreation, NEC",X,487990.0,487990.0
1974,7999,G6100,Amusement/recreation centers,"Amusement and recreation, NEC",X,532292.0,532292.0
1975,7999,G6100,Amusement/recreation centers,"Amusement and recreation, NEC",X,561599.0,561599.0
1976,7999,G6100,Amusement/recreation centers,"Amusement and recreation, NEC",X,611620.0,611620.0
1977,7999,G6100,Amusement/recreation centers,"Amusement and recreation, NEC",X,611699.0,611699.0
1978,7999,G6100,Amusement/recreation centers,"Amusement and recreation, NEC",X,711190.0,711190.0
1979,7999,G6100,Amusement/recreation centers,"Amusement and recreation, NEC",X,711219.0,711219.0
1980,7999,G6100,Amusement/recreation centers,"Amusement and recreation, NEC",X,711310.0,711310.0
1981,7999,G6100,Amusement/recreation centers,"Amusement and recreation, NEC",X,711320.0,711320.0
1982,7999,G6100,Amusement/recreation centers,"Amusement and recreation, NEC",X,712190.0,712190.0
1983,7999,G6100,Amusement/recreation centers,"Amusement and recreation, NEC",X,713210.0,713210.0
